id,title,description,author,subject,publicationtype,publicationdateyear,issn,isbn,publisher,peerreviewed,language
EJ566959,The Curious Case of &quot;Missouri v. Jenkins&quot;: The End of the Road for Court-ordered Desegregation?,Argues that the court case Missouri v. Jenkins III (1995) reflects a trend toward relaxation in the assurance of equal educational opportunities. This examination of Missouri's petition to end judicial oversight in its largest public school district has disturbing implications for educational equity. (SLD),"Harris\, John J.\, III,Russo\, Charles J.,Brown\, Frank","Access to Education,Court Litigation,Desegregation Plans,Elementary Secondary Education,Equal Education,Public Schools,School Desegregation,School Resegregation","Journal Articles,Reports - Evaluative",1997,ISSN-0022-2984,,,T,English
EJ566960,Peer Networks of African American Students in Independent Schools: Affirming Academic Success and Racial Identity.,"Qualitative data about the Baltimore (Maryland) Educational Scholarship Trust, a program to place disadvantaged and talented African-American youth in private schools were analyzed. The study reveals that peer networks of African-American students in predominantly White elite independent schools support these students' academic success, allow them to affirm their racial identities, and facilitate their adjustment. (SLD)","Datnow\, Amanda,Cooper\, Robert","Academic Achievement,Adjustment (to Environment),Black Students,Disadvantaged Youth,Elementary Secondary Education,Gifted,Peer Relationship,Private Schools,Qualitative Research,Racial Identification,Scholarships,Social Support Groups,Urban Schools,Urban Youth","Journal Articles,Reports - Research",1997,ISSN-0022-2984,,,T,English
EJ566961,Factors Associated with African American Grandparents' Interest in Grandparent Education.,"To determine grandparents' interest in grandparenting classes, 427 grandparents in the Washington, D.C. area completed an inventory of strengths and needs. Statistical comparisons reveal 10 significant differences between grandparents who are interested in grandparenting classes and those who are not. (SLD)","Watson\, Jeffrey A.","Blacks,Family Life,Grandparents,Interests,Parent Education,Urban Youth","Journal Articles,Reports - Research",1997,ISSN-0022-2984,,,T,English
EJ566962,Overcoming Obstacles: Academic Achievement as a Response to Racism and Discrimination.,Interviews with 28 African-American eighth graders indicate that some African-American students with a high awareness of racial discrimination respond in ways that are conducive to academic success. Positive racial socialization was a primary success factor for these students. (SLD),"Sanders\, Mavis G.","Academic Achievement,Black Students,Cultural Awareness,Grade 8,Interviews,Junior High School Students,Junior High Schools,Racial Bias,Racial Discrimination,Racial Identification,Socialization,Urban Youth","Journal Articles,Reports - Research",1997,ISSN-0022-2984,,,T,English
EJ562101,The Public Health Model for Violence Prevention: A Partnership in Medicine and Education.,"Addresses the problem of child abuse, domestic violence, and interpersonal/community violence as leading causes of injury and death to young ethnic minority children, particularly males. It reviews some of the interdisciplinary collaborative strategies that have been offered by leaders in medicine and education and presents evaluative commentary on the success and challenges of these partnerships. (GR)","Jenkins\, Renee R.,Hutchinson\, Janice G.","Adolescents,Child Abuse,Cooperation,Ethnic Groups,Family Violence,Health Promotion,Males,Minority Group Children,Preventive Medicine,Public Health","Journal Articles,Reports - Descriptive",1996,ISSN-0022-2984,,,T,English
EJ562102,"Dress-Related Behavioral Problems and Violence in the Public School Setting: Prevention, Intervention, and Policy--A Holistic Approach.",Addresses clothing-related behavioral problems for public school children and the increasing use of dress codes and uniform policies as preventive measures. It describes dress-related conflicts for black public school students and parents across socialization and contextual settings. The implications of preventive policies and practices are discussed. (GR),"Holloman\, Lillian,LaPoint\, Velma,Alleyne\, Sylvan I.,Palmer\, Ruth J.,Sanders-Phillips\, Kathy","Behavior Problems,Black Students,Discipline,Dress Codes,Elementary Secondary Education,Public Schools,School Policy,School Uniforms,Student Behavior,Violence","Journal Articles,Reports - Descriptive",1996,ISSN-0022-2984,,,T,English
EJ562103,Studying the Role of Family and School in the Development of African American Preschoolers in Violent Neighborhoods.,Examines the potential influence of family and community variables on the development of children in violent neighborhoods and reviews research on the prevalence and effects of children's exposure to community violence. It presents strategies for developing and empirically testing culturally specific interventions to promote positive developmental outcomes. (GR),"Randolph\, Suzanne,Koblinsky\, Sally A.,Roberts\, Debra D.","Black Students,Child Development,Community Influence,Family Influence,Neighborhood Schools,Preschool Children,Preschool Education,Research Methodology,Social Science Research,Student School Relationship,Violence","Journal Articles,Reports - Descriptive",1996,ISSN-0022-2984,,,T,English
EJ562104,"Perception of Social Support, Acculturation, Depression, and Suicidal Ideation among African American College Students at Predominantly Black and Predominantly White Universities.","Examines the perception of social support, acculturation, depression, and suicidal ideation among African American college students attending predominantly Black and predominantly White universities. Except in cases with nonsupportive families or friends, results from 206 students reveal no differences in depression or suicide ideation among students at either type of institution. (GR)","Kimbrough\, Regina M.,Molock\, Sherry D.,Walton\, Kimberly","Acculturation,Black Colleges,Black Students,Comparative Analysis,Depression (Psychology),Higher Education,Psychological Studies,Racial Composition,Suicide,Undergraduate Students","Journal Articles,Reports - Research",1996,ISSN-0022-2984,,,T,English
EJ562105,Creating Safe and Caring School Communities: Comer School Development Program Schools.,"Argues that schoolwide interventions can potentially buffer students from violence outside of schools and prevent violence within schools, and examines the Comer School Development Program (CSDP) as an example of a successful schoolwide intervention. It reveals how the CSDP creates a &quot;safe haven&quot; that supports healthy development, fosters optimal learning, and discourages interpersonal violence. (GR)","Haynes\, Norris M.","Educational Environment,Elementary Secondary Education,Health Promotion,Parent Participation,Prevention,Program Evaluation,School Safety,Teamwork,Violence","Journal Articles,Opinion Papers,Reports - Descriptive",1996,ISSN-0022-2984,,,T,English
EJ562106,PROJECT 2000: An Educational Mentoring and Academic Support Model for Inner-City African American Boys.,"Discusses the PROJECT 2000 program as a preventive measure against school failure among inner-city African American males. It outlines the scope and vision of this community-based program and its impact on the education of African American youth via its use of adult male role models who offer assistance with academic subjects, comradery, and guidance. (GR)","Holland\, Spencer H.","Academic Failure,Black Students,Elementary Secondary Education,Inner City,Males,Mentors,Program Descriptions,Urban Schools","Journal Articles,Reports - Descriptive",1996,ISSN-0022-2984,,,T,English
EJ562107,Teaching All Students How To Manage Conflicts Constructively: The Peacemakers Program.,"Describes the principles, practices, and procedures of the Teaching Students To Be Peacemakers program, a comprehensive, schoolwide conflict resolution and peer mediation training initiative targeting grades 1 through 12. Findings of the program's efficacy and impact in diverse school settings are presented. (GR)","Johnson\, David W.,Johnson\, Roger T.","Academic Achievement,Conflict Resolution,Educational Research,Elementary Secondary Education,Outcomes of Education,Peer Mediation,Peer Relationship,Program Descriptions,Program Evaluation,Student Attitudes,Teaching Methods","Journal Articles,Reports - Descriptive",1996,ISSN-0022-2984,,,T,English
EJ562108,Ecological Approaches to Mental Health Consultation with Teachers on Issues Related to Youth and School Violence.,"Argues that ecological issues are at the core of concerns about the violence U.S. students, particularly those in low-income urban communities, are exposed to or experience within or outside of school. It suggests the need for ecological systems theory-based mental health consultation for teachers and outlines a framework for creating teacher- and school-based interventions. (GR)","Astor\, Ron Avi,Duncan\, Brent B.,Pitner\, Ronald O.","Counseling,Educational Environment,Low Income Groups,Mental Health,Secondary Education,Secondary School Teachers,Social Science Research,Urban Schools,Violence","Journal Articles,Reports - Descriptive",1996,ISSN-0022-2984,,,T,English
EJ562109,Waging Peace in Our Schools.,"Argues that schools can and should play a critical role in stemming youth violence and describes the Resolving Conflict Creatively Program, a program that schools can use in creating safe, caring communities of learning for children. It shows how the ability to manage emotions, resolve conflict, and interrupt biases are skills that can be taught to school children. (GR)","Lantieri\, Linda,Patti\, Janet","Conflict Resolution,Elementary Secondary Education,Prevention,Public Schools,School Activities,School Safety,Violence","Journal Articles,Reports - Descriptive",1996,ISSN-0022-2984,,,T,English
EJ562110,School-Family-Community Partnerships Focused on School Safety: The Baltimore Example.,"Describes the Baltimore (Maryland) School-Family-Community Partnership Program and the ways in which it provides urban school youth with greater support for avoiding maladaptive behaviors, supplies them with safe havens after school, and ensures that they travel to and from school without harm. Three schools that have successfully implemented this program are described. (GR)","Sanders\, Mavis G.","Antisocial Behavior,Elementary Education,Elementary Schools,Ethnic Groups,Family School Relationship,Minority Groups,Public Schools,School Community Relationship,School Safety,Social Science Research,Student Behavior,Urban Schools,Violence","Journal Articles,Reports - Descriptive",1996,ISSN-0022-2984,,,T,English
EJ562111,&quot;Rewind the World!&quot;: An Ethnographic Study of Inner-City African American Children's Perceptions of Violence.,"Reports findings and conclusions from taped discussions with third- and sixth-grade African-American, inner-city students concerning their response to violent events in their communities. By using the triangulated methodology of ethnographers, it reveals how these experiences affected children's school performance, behaviors, and aspirations. (GR)","Towns\, Donna Penn","Aspiration,Black Students,Elementary Education,Ethnic Groups,Grade 3,Grade 6,Inner City,Minority Group Children,Neighborhood Schools,Student Attitudes,Student Reaction,Urban Schools,Violence","Journal Articles,Reports - Descriptive",1996,ISSN-0022-2984,,,T,English
EJ582989,Understanding Educational Decentralization in Post-Apartheid South Africa.,"Examines administrative, political. and ideological aspects of decentralization in the South African educational system. Discusses current policy development with special focus on the South African Schools Act of 1996. Highlights the tension between national and provincial educational competencies and decision making. Contains 30 references. (MMU)","Sayed\, Yusef","Administrative Policy,Decentralization,Educational Legislation,Foreign Countries,Ideology,Policy Formation,Political Issues,School Restructuring","Journal Articles,Reports - Evaluative",1997,ISSN-0022-2984,,,T,English
EJ582990,Issues in the Making of South Africa's Language in Education Policy.,"Examines South Africa's Language in Education Policy in the context of historical and recent developments. Focuses on how it affects curricula, classroom practices, school restructuring, subject choices, and the rights of parents and students. Addresses factors inhibiting implementation; offers models of effective change of policy. Contains 25 references. (MMU)","Mda\, Thobeka V.","African Languages,Afrikaans,Educational Policy,Elementary Secondary Education,English,Foreign Countries,Language of Instruction,Policy Analysis,School Choice","Journal Articles,Reports - Evaluative",1997,ISSN-0022-2984,,,T,English
EJ582991,Opportunity-To-Learn Issues Common to South Africa and the United States.,"Compares two educational indicators that highlight similarities between South Africa and United States. The first, school funding--measures a nation's commitment to education; the second, school dropout rate--measures students ability or desire to respond to that commitment. Identifies educational lessons both can learn from each other. Contains 34 references. (MMU)","Murray\, Gloria J. U. C.","Comparative Education,Dropout Rate,Elementary Secondary Education,Federal Aid,Foreign Countries,School Funds","Journal Articles,Reports - Descriptive",1997,ISSN-0022-2984,,,T,English
EJ582992,Women and Education in South Africa: Factors Influencing Women's Educational Progress and Their Entry into Traditionally Male-Dominated Fields.,"Considers three areas of research on education for African women in South Africa: elementary secondary education, higher education, and the relationship between gender, education, and occupational opportunities. Institutional change is needed to improve Black girls' and womens' access to science and technological fields. Contains 28 references. (MMU)","Martineau\, Rowena","Black Education,Black Students,Careers,Elementary Secondary Education,Employment Opportunities,Females,Foreign Countries,Higher Education,Science Education,Sex Differences","Journal Articles,Reports - Research",1997,ISSN-0022-2984,,,T,English
EJ582993,Preschool Education for Black South African Children: A Descriptive Study of 32 Educare Centers.,"Describes study of 32 &quot;Educare&quot; facilities for African children in urban areas, townships, and rural homelands in South Africa. Assesses training of Educare teachers by nongovernment organizations with assistance from USAID. Overall, the training improved teachers' ability to provide a healthy, safe, learning environment. Contains 36 references. (MMU)","Stevens\, Floraline I.","Black Students,Foreign Countries,Preschool Children,Preschool Education,Preschool Evaluation,Preschool Teachers,Teacher Education Programs,Teacher Effectiveness","Journal Articles,Reports - Research",1997,ISSN-0022-2984,,,T,English
EJ582994,Collaborative Space in South African Schools: A Comparative Perspective.,"Describes a study of the conceptual and physical aspects of teacher collaboration in urban and rural schools in South Africa. The findings provide comparative information on how teacher collaboration has been influenced by historical and political factors, various school cultures, and artificial and real organizational divides. Contains 21 references. (MMU)","Abrahams\, Mark A.","Educational Facilities,Elementary Secondary Education,Foreign Countries,Political Issues,Rural Schools,School Culture,Teacher Attitudes,Teacher Collaboration,Urban Schools","Journal Articles,Reports - Research",1997,ISSN-0022-2984,,,T,English
EJ582995,The Evolution of Admissions and Retention Policies at an Historically White South African University.,Examines the effect of increased black student enrollment on admissions policies and procedures at the University of Cape Town (South Africa) from the 1983 passage of the Universities Amendment Act till 1995. Provides critical analysis of the university's academic development programs and alternative admissions criteria. Contains 24 references. (MMU),"Mabokela\, Reitumetse Obakeng","Admission (School),Admission Criteria,Black Students,Educational Policy,Enrollment Influences,Foreign Countries,Higher Education,Racial Composition,School Holding Power,Student Recruitment","Journal Articles,Reports - Research",1997,ISSN-0022-2984,,,T,English
EJ582996,Engineering Education at South Africa's Technikons.,"Describes engineering technikons of post-apartheid South Africa. Discusses challenges facing technikons: adapting to the country's changing educational environment; awarding of undergraduate and graduate degrees, with the attendant concentrations on research; and improving qualifications of technikon educators. Contains 14 references. (MMU)","d'Almaine\, G. Frederick,Manhire\, Brian,Atteh\, Samuel O.","Educational Change,Educational Policy,Engineering Education,Foreign Countries,Higher Education,Technical Education","Journal Articles,Reports - Descriptive",1997,ISSN-0022-2984,,,T,English
EJ582997,Creative Instability: The Case of the South African Higher Education System.,"Discusses educational reform in South Africa's historically disadvantaged institutions of higher education. Areas of focus include efficient, integrated administration; student academic and leadership development; academic, administrative staff development; curriculum development; and research development. (MMU)","Ndebele\, Njabulo S.","Activism,Administrative Change,Black Students,Disadvantaged Schools,Educational Administration,Educational Change,Equal Education,Foreign Countries,Higher Education","Information Analyses,Journal Articles",1997,ISSN-0022-2984,,,T,English
EJ582998,Transformation and Outcomes-based Education in South Africa: Opportunities and Challenges.,"Analyzes the development and implementation of outcome-based education in South Africa. Focuses on the theoretical assumptions that frame the government's policy. Examines the philosophical and pedagogical truths being established in the curriculum development, and especially mechanisms involved in shaping a South African identity. Contains 22 references. (MMU)","Soudien\, Crain,Baxen\, Jean","Curriculum Development,Educational Change,Educational Philosophy,Educational Principles,Equal Education,Foreign Countries,Outcome Based Education,Program Implementation","Journal Articles,Reports - Research",1997,ISSN-0022-2984,,,T,English
EJ582999,Transforming Educational Management in South Africa.,"Critiques recent educational-management policy reports. Considers whether the current thinking about educational management at the legislative level accurately assesses the legacy of apartheid, and offers a viable alternative framework for reconceptualizing educational-management development in South Africa. Contains 10 references. (MMU)","Gallie\, Muavia,Sayed\, Yusuf","Administrative Organization,Educational Administration,Educational Change,Educational Policy,Foreign Countries,Program Development","Journal Articles,Reports - Descriptive",1997,ISSN-0022-2984,,,T,English
EJ583000,Will &quot;Things&quot; or Will Knowledge and Ideas Fuel South Africa's Growth?,"Examines South Africa's macroeconomic policies as they relate to investment in the country's education. Analyzes ideas that educational and economic authorities hold in common in their calls for greater efficiency in order to start a dialog, based on mutual recognition of the issues raised, between these authorities. Contains 37 references. (MMU)","Crouch\, Luis","Economic Development,Economic Impact,Educational Finance,Foreign Countries,Macroeconomics,Policy Analysis","Information Analyses,Journal Articles",1997,ISSN-0022-2984,,,T,English
EJ583001,Policies for Transformation: An Evaluation of Educational Policy Developments Since 1994.,"Presents an overview of recent South African educational policy developments occurring before and after the 1994 democratic elections. Examines the reform potential of the policy context, the principles that guide policy selection, and policy agenda for action. Suggests key issues for developing norms and standards for the system. Contains 10 references. (MMU)","Ota\, Cleaver C.","Educational Change,Educational Policy,Educational Principles,Equal Education,Foreign Countries,Policy Analysis,Policy Formation","Journal Articles,Reports - Evaluative",1997,ISSN-0022-2984,,,T,English
EJ583002,Redefining Equity: Challenges and Opportunities Facing South Africa's Historically Black Universities Relative to Global and National Changes.,"Examines equity relative to South Africa's historically black universities in changing global and local circumstances. Innovations made in community-oriented teaching, research, and outreach provide the basis for conceptualizing an alternative to the market university model. Comparisons with U.S. universities are made. Contains 29 references. (MMU)","Subotzky\, George","Black Colleges,College Desegregation,Comparative Education,Educational Change,Educational Policy,Equal Education,Foreign Countries,Global Approach,Higher Education,Policy Formation,Universities","Journal Articles,Reports - Research",1997,ISSN-0022-2984,,,T,English
EJ583003,"Toward Conceptual, Policy, and Programmatic Frameworks of Affirmative Action in South African Universities.",Compares the concepts and goals of affirmative action in the U.S. and South Africa. Examines positions on equity and affirmative action expressed by various South African educational-policy documents and government officials. Presents case-study data on affirmative action and institutional change at four South African universities. Contains 25 references. (MMU),"Lindsay\, Beverly","Affirmative Action,Case Studies,Educational Change,Educational Policy,Equal Education,Foreign Countries,Higher Education,Policy Formation","Journal Articles,Reports - Research",1997,ISSN-0022-2984,,,T,English
EJ583004,The Intercultural Culture of Schools: Problems and Challenges for a Post-Apartheid South Africa.,"An intercultural culture needs to be established in South Africa's public schools to achieve balance between cultural integration, differentiation, equity, and development in the post-apartheid period. Critical awareness of interculturalism and informed commitment by educators and learners is needed to implement these educational changes. (MMU)","Van Wyk\, Jerome-Alexander","Cultural Awareness,Cultural Pluralism,Educational Change,Equal Education,Foreign Countries,Policy Formation,Public Schools,Racial Integration,School Culture","Journal Articles,Opinion Papers",1997,ISSN-0022-2984,,,T,English
EJ551468,"As California Goes, So Goes the Nation.","The eight articles of this special issue explore the retrenchment that has seriously constrained the education of African Americans in California, as in much of the nation. Economic downsizing, genetic theories of racial inferiority, and right-wing attitudes have contributed to undermining the political gains of the 1960s and 1970s. (SLD)","Foster\, Michele","Affirmative Action,Black Education,Black Students,Budgeting,Conservatism,Economic Factors,Elementary Secondary Education,Intelligence Differences,Political Influences,Racial Differences,Racial Discrimination,Retrenchment,State Programs","Journal Articles,Reports - Evaluative",1996,ISSN-0022-2984,,,T,English
EJ551469,"Affirmative Action in California: Looking Back, Looking Forward in Public Academe.",Offers an overview of the context and consequences of affirmative action in California with regard to faculty hiring and student admissions for African Americans and other Californians of color. Data support the contention that African American representation in public postsecondary education will decrease in the absence of affirmative action. (SLD),"Tierney\, William G.","Access to Education,Affirmative Action,Black Students,College Admission,College Faculty,Equal Education,Ethnic Groups,Higher Education,Personnel Selection,Public Schools,Racial Differences","Journal Articles,Reports - Evaluative",1996,ISSN-0022-2984,,,T,English
EJ551470,"Space, Place and the Problematic of Race: Black Adolescent Discourse as Mediated Action.","Examines black adolescence and schooling within the conceptual framework of mediated action theory by analyzing the discourses of six black high school students. These discourses connect the concepts of &quot;space,&quot; relating to the body, and &quot;place,&quot; in the sense of arrangement of public institutions, to the political construction of race. (SLD)","Duncan\, Garrett A.","Adolescents,Black Students,Educational Facilities,High School Students,Personal Space,Political Influences,Racial Differences,Racial Discrimination,Racial Identification","Journal Articles,Reports - Research",1996,ISSN-0022-2984,,,T,English
EJ551471,The Racial Consciousness Attitudes of White Prospective Teachers and Their Perceptions of the Teachability of Students from a Different Racial/Ethnic Backgrounds: Findings from a California Study.,Assessed the influence of the racial consciousness attitudes and identity of 126 white prospective teachers on their perceptions of the teachability of students of various racial/ethnic backgrounds. Perceptions of these student teachers varied with the race and ethnicity of the students and for cognitive and personal/social variables. (SLD),"Tettegah\, Sharon","Cognitive Ability,College Students,Disadvantaged Youth,Elementary Secondary Education,Ethnic Groups,Higher Education,Minority Groups,Personality Traits,Racial Differences,Racial Identification,Student Teachers,Teacher Attitudes,Teacher Education,Teacher Expectations of Students,Whites","Journal Articles,Reports - Research",1996,ISSN-0022-2984,,,T,English
EJ551472,Writing for Their Lives: The Non-School Literacy of California's Urban African American Youth.,Reports on an investigation of the out-of-school literacy practices of two African American urban high school students. Conclusions are drawn about the complex and productive ways these youths use literacy practices in their social environments. Implications are made for instruction using youth culture as a bridge to writing development. (SLD),"Mahiri\, Jabari,Sablo\, Soraya","Black Students,Disadvantaged Youth,High School Students,Life Events,Literacy,Social Environment,Teaching Methods,Urban Schools,Urban Youth,Writing Instruction,Writing Skills","Journal Articles,Reports - Research",1996,ISSN-0022-2984,,,T,English
EJ551473,Achieving Despite the Odds: A Study of Resilience among a Group of African American High School Seniors.,"Reports on a study of resilience leading to academic success among 20 African American urban disadvantaged high school seniors. Data suggest their success was largely due to supportive family, interaction with concerned educators, and the development of the personality traits of perseverance and optimism. (SLD)","Floyd\, Caren","Academic Achievement,Black Students,Family Influence,High School Seniors,Personality Traits,Resilience (Personality),Teacher Student Relationship,Urban Schools,Urban Youth","Journal Articles,Reports - Research",1996,ISSN-0022-2984,,,T,English
EJ551474,Detracking Reform in an Urban California High School: Improving the Schooling Experiences of African American Students.,"Examines the response of a large racially mixed urban California school community to the tension between excellence and equity in public education and describes how 319 African American students experienced school reform, including detracking. Findings indicate the potential of detracking for real educational improvement. (SLD)","Cooper\, Robert","Black Students,Disadvantaged Youth,Educational Change,Educational Improvement,Equal Education,High School Students,High Schools,Minority Groups,School Restructuring,Student Attitudes,Track System (Education),Urban Schools","Journal Articles,Reports - Research",1996,ISSN-0022-2984,,,T,English
EJ551475,Afrocentric Education in Supplementary Schools: Paradigm and Practice at the Mary McLeod Bethune Institute.,"Examines the history, philosophy, methods, and operations of the Mary McLeod Bethune Institute, an Afrocentric supplementary Saturday elementary school in Los Angeles (California). Qualitative data show the role this enrichment plays in developing socially active and capable African American youth through the study of African American culture and values. (SLD)","Kifano\, Sabira","Afrocentrism,Black Culture,Black Education,Black Students,Educational Philosophy,Elementary Education,Enrichment Activities,Program Effectiveness,Program Evaluation,Qualitative Research,Social Action,Supplementary Education,Teaching Methods,Urban Education,Urban Youth,Values","Journal Articles,Reports - Evaluative",1996,ISSN-0022-2984,,,T,English
EJ551476,Responding to the Crisis Confronting California's Black Male Youth: Providing Support without Further Marginalization.,"Critiques the ways problems confronting black males are framed and acted on, focusing on the role of race and gender in the development of interventions. Drawing on research at an urban California high school, the article presents recommendations for programs aimed at the needs of black males that avoid marginalizing those targeted. (SLD)","Noguera\, Pedro","Blacks,Intervention,Males,Program Development,Racial Differences,Sex Differences,Social Problems,Social Support Groups,Urban Youth,Youth Programs","Journal Articles,Reports - Evaluative",1996,ISSN-0022-2984,,,T,English
EJ587039,Raising a Village: White Male Teachers as Role Models for African American Male Students.,Discusses whether white male teachers can be positive role models for at-risk black male youth and concludes that they can if they are men of integrity who are willing to take on the risks associated with being a dedicated teacher. (SLD),"Shreffler\, Michael R.","Black Students,Elementary Secondary Education,Males,Role Models,Teacher Role,Urban Schools,Urban Teaching,Urban Youth,Whites","Journal Articles,Reports - Descriptive",1998,ISSN-0022-2984,,,T,English
EJ587040,The Impact of Student Membership in Black Greek-Letter Organizations on Black Students' Involvement in Collegiate Activities and Their Development of Leadership Skills.,"Examined the impact of Black Greek-Letter organization (BGO) membership on black students, involvement in campus-related activities, and leadership development. Results from a sample of 1,400 black students show that BGO members demonstrate greater student involvement and have more confidence in their leadership abilities. (SLD)","Kimbrough\, Walter M.,Hutcheson\, Philo A.","Black Colleges,Black Students,College Students,Fraternities,Higher Education,Leadership,Social Organizations,Sororities,Student Attitudes,Student Characteristics,Student Participation","Journal Articles,Reports - Research",1998,ISSN-0022-2984,,,T,English
EJ587041,"The Thunder during the Storm--School Desegregation in Norfolk, Virginia, 1957-59: A Local History.","Traces the regional, state, and local actions related to school desegregation in Norfolk (Virginia) between 1957 and 1959. Norfolk serves as a microcosm of social tensions in the South after the &quot;Brown&quot; school desegregation ruling. Peaceful integration in the secondary schools in 1959 marked the end of the &quot;storm&quot; over desegregation. (SLD)","Bly\, Antonio T.","Conflict,Educational History,Elementary Secondary Education,Local History,School Community Relationship,School Desegregation,Social Attitudes,Urban Schools","Journal Articles,Reports - Descriptive",1998,ISSN-0022-2984,,,T,English
EJ587042,Teacher and Parent Assessments of the Social Competence of Inner-City Children: Issues of Gender within Race.,Teachers and parents rated the social skills of 61 inner-city black elementary-school students. Teachers perceived students as having more social skills and fewer problem behaviors than did parents. Parents and teachers differed most on their assessments of female students. (SLD),"Cartledge\, Gwendolyn,Adedapo\, Veronica,Johnson\, Carolyn Talbert","Black Students,Elementary Education,Elementary School Students,Inner City,Interpersonal Competence,Parent Attitudes,Sex Differences,Teacher Attitudes","Journal Articles,Reports - Research",1998,ISSN-0022-2984,,,T,English
EJ587043,Gender and Racial/Ethnic Differences in the Affirmative Action Attitudes of U.S. College Students.,Investigated gender and racial/ethnic differences in college students' support for affirmative action in higher education. Multivariate analyses of data from a diverse sample of 290 students found greater differences along racial/ethnic than gender lines. European- and Asian-American students expressed greater opposition to affirmative action. (SLD),"Smith\, William A.","Affirmative Action,College Students,Equal Education,Higher Education,Multivariate Analysis,Racial Differences,Sex Differences,Student Attitudes","Journal Articles,Reports - Research",1998,ISSN-0022-2984,,,T,English
EJ587044,Schooling along the Color Line: Progressives and the Education of Blacks in the New South.,Examines the writings and speeches of several &quot;progressive&quot; southern academics who formed the basis of the crusade for industrial education for blacks. Shows how these intellectuals lent the authority of their institutions and the weight of their ideas to promote an educational system designed to maintain racial control and black subservience. (SLD),"Dennis\, Michael J.","Black Students,Educational History,Industrial Education,Racial Bias,Teacher Attitudes,Vocational Education","Historical Materials,Journal Articles,Reports - Descriptive",1998,ISSN-0022-2984,,,T,English
EJ587045,Single-Sex Classes and Academic Achievement in Two Inner-City Schools.,"Compared two single-sex and two coeducational fifth-grade classes (90 students) from inner-city schools for academic achievement. Class grades were consistently higher in the single-sex classes, although the difference was not always statistically significant. Standardized-test data showed no trend, although coeducational groups performed better in three subjects. (SLD)","Singh\, Kusum,Vaught\, Claire,Mitchell\, Ethel W.","Academic Achievement,Coeducation,Comparative Analysis,Grade 5,Inner City,Intermediate Grades,Single Sex Classes,Standardized Tests,Test Results,Urban Schools,Urban Youth","Journal Articles,Reports - Research",1998,ISSN-0022-2984,,,T,English
EJ585046,Sociolinguistic and Ideological Dynamics of the Ebonics Controversy.,"Undertakes a critical language analysis of the Oakland Unified School District's 1996 resolution on Ebonics, focusing on the form, content, and function of the resolution's explicit text semantics as distinct from the public statements made about it. Discusses how the resolution frames Ebonics as a non-English-related system. (Author/SLD)","Wright\, Richard L.","Black Dialects,Black Students,Code Switching (Language),Elementary Secondary Education,School Districts,Semantics,Sociolinguistics,Urban Schools","Journal Articles,Reports - Evaluative",1998,ISSN-0022-2984,,,T,English
EJ585047,The Psychoeducational Assessment of Ebonics Speakers: Issues and Challenges.,"Focuses on the limitations of traditional standardized psychoeducational assessments for Ebonics speakers and describes alternative measures that may yield more accurate results for these students. Also highlights the implications of traditional and nontraditional assessment approaches for test developers, evaluators, educators, and students. (Author/SLD)","Gopaul-McNicol\, Sharon-ann,Reid\, Grace,Wisdom\, Cecilia","Black Dialects,Black Students,Elementary Secondary Education,Psychoeducational Methods,Standardized Tests,Student Evaluation,Test Construction,Test Use,Urban Schools,Urban Youth","Journal Articles,Reports - Descriptive",1998,ISSN-0022-2984,,,T,English
EJ585048,Ebonics and Academic Achievement: The Role of the Counselor.,"School counselors working with Ebonics-speaking youth must assume the role of consultants to, and collaborators with, teachers and students toward increasing and improving students' use of Standard English without depreciating their culturally-based dialect and improving the teacher/student relationship in the language-learning process. (Author/SLD)","Harper\, Frederick D.,Braithwaite\, Kisha,LaGrange\, Ricardo D.","Academic Achievement,Black Dialects,Black Students,Cooperation,Counselor Role,Disadvantaged Youth,Elementary Secondary Education,Language Acquisition,Urban Schools,Urban Youth","Journal Articles,Reports - Descriptive",1998,ISSN-0022-2984,,,T,English
EJ585049,Ebonics and Educational Policy: Some Issues for the Next Millennium.,Discusses historical and contemporary issues surrounding the debate about the Oakland (California) public schools proposal on the teaching of Ebonics and suggests lessons to be learned from it. Chief among these lessons is the need to identify strategies for teaching Standard English that validate the students' own language and culture. (SLD),"Taylor\, Orlando L.","Black Culture,Black Dialects,Cultural Awareness,Educational History,Educational Policy,Elementary Secondary Education,Public Schools,Teaching Methods,Urban Schools,Urban Youth","Journal Articles,Reports - Descriptive",1998,ISSN-0022-2984,,,T,English
EJ585050,A Recommended Reading List for Teachers of African American Students Who Speak Ebonics.,"Lists 30 resources that provide essential background information, research findings, examples from the field, and recommendations for practice for teachers of students who speak Ebonics. (SLD)","Hoover\, Mary Rhodes","Black Dialects,Black Students,Educational Resources,Language Arts,Reading Materials,Teaching Methods,Urban Schools","Journal Articles,Reference Materials - Bibliographies",1998,ISSN-0022-2984,,,T,English
